NU_ANO_CENSO,CO_MUNICIPIO,NO_MUNICIPIO,NO_DEPENDENCIA,1_CAT_FUN_AF,2_CAT_FUN_AF,3_CAT_FUN_AF,1_CAT_FUN_07,2_CAT_FUN_07,3_CAT_FUN_07
2025,3513504.0,Cubatão,Municipal,94.4,4.6,1,93.1,5.4,1.5
