NU_ANO_CENSO;NO_REGIAO;CO_REGIAO;NO_UF;SG_UF;CO_UF;NO_MUNICIPIO;CO_MUNICIPIO;NO_REGIAO_GEOG_INTERM;CO_REGIAO_GEOG_INTERM;NO_REGIAO_GEOG_IMED;CO_REGIAO_GEOG_IMED;NO_DISTRITO;CO_DISTRITO;NO_SUBDISTRITO;CO_SUBDISTRITO;NO_ENTIDADE;CO_ENTIDADE;CO_REDE;TP_DEPENDENCIA;TP_CATEGORIA_ESCOLA_PRIVADA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_PODER_PUBLICO_PARCERIA;TP_PODER_PUBLICO_PARCERIA;QT_MAT_BAS;QT_MAT_INF;QT_MAT_INF_CRE;QT_MAT_INF_PRE;QT_MAT_FUND;QT_MAT_FUND_AI;QT_MAT_FUND_AI_1;QT_MAT_FUND_AI_2;QT_MAT_FUND_AI_3;QT_MAT_FUND_AI_4;QT_MAT_FUND_AI_5;QT_MAT_FUND_AF;QT_MAT_FUND_AF_6;QT_MAT_FUND_AF_7;QT_MAT_FUND_AF_8;QT_MAT_FUND_AF_9;QT_MAT_MED;QT_MAT_MED_1;QT_MAT_MED_2;QT_MAT_MED_3;QT_MAT_MED_4;QT_MAT_MED_NS;QT_MAT_MED_PROP;QT_MAT_MED_PROP_1;QT_MAT_MED_PROP_2;QT_MAT_MED_PROP_3;QT_MAT_MED_PROP_4;QT_MAT_MED_PROP_NS;QT_MAT_MED_IFTP_CT;QT_MAT_MED_IFTP_CT_MT;QT_MAT_MED_IFTP_CT_OTME;QT_MAT_MED_IFTP_CT_OE;QT_MAT_MED_IFTP_CT_1;QT_MAT_MED_IFTP_CT_2;QT_MAT_MED_IFTP_CT_3;QT_MAT_MED_IFTP_CT_4;QT_MAT_MED_IFTP_CT_NS;QT_MAT_MED_IFTP_QP;QT_MAT_MED_IFTP_QP_MT;QT_MAT_MED_IFTP_QP_OTME;QT_MAT_MED_IFTP_QP_OE;QT_MAT_MED_IFTP_QP_1;QT_MAT_MED_IFTP_QP_2;QT_MAT_MED_IFTP_QP_3;QT_MAT_MED_IFTP_QP_4;QT_MAT_MED_IFTP_QP_NS;QT_MAT_MED_NM;QT_MAT_MED_NM_1;QT_MAT_MED_NM_2;QT_MAT_MED_NM_3;QT_MAT_MED_NM_4;QT_MAT_MED_IFA;QT_MAT_MED_IFA_LING;QT_MAT_MED_IFA_LING_MT;QT_MAT_MED_IFA_LING_OTME;QT_MAT_MED_IFA_LING_OE;QT_MAT_MED_IFA_MATE;QT_MAT_MED_IFA_MATE_MT;QT_MAT_MED_IFA_MATE_OTME;QT_MAT_MED_IFA_MATE_OE;QT_MAT_MED_IFA_CIENC;QT_MAT_MED_IFA_CIENC_MT;QT_MAT_MED_IFA_CIENC_OTME;QT_MAT_MED_IFA_CIENC_OE;QT_MAT_MED_IFA_HUMA;QT_MAT_MED_IFA_HUMA_MT;QT_MAT_MED_IFA_HUMA_OTME;QT_MAT_MED_IFA_HUMA_OE;QT_MAT_PROF;QT_MAT_PROF_TEC;QT_MAT_PROF_TEC_CONC;QT_MAT_PROF_TEC_SUBS;QT_MAT_PROF_TEC_IFTP_CT;QT_MAT_PROF_NAO_TEC;QT_MAT_PROF_IFTP_QP;QT_MAT_PROF_FIC_CONC;QT_MAT_EJA;QT_MAT_EJA_FUND;QT_MAT_EJA_FUND_NPROF;QT_MAT_EJA_FUND_AI;QT_MAT_EJA_FUND_AF;QT_MAT_EJA_FUND_FIC;QT_MAT_EJA_MED;QT_MAT_EJA_MED_NPROF;QT_MAT_EJA_MED_FIC;QT_MAT_EJA_MED_TEC;QT_MAT_ESP;QT_MAT_ESP_INF;QT_MAT_ESP_INF_CRE;QT_MAT_ESP_INF_PRE;QT_MAT_ESP_FUND;QT_MAT_ESP_FUND_AI;QT_MAT_ESP_FUND_AF;QT_MAT_ESP_MED;QT_MAT_ESP_PROF;QT_MAT_ESP_PROF_TEC;QT_MAT_ESP_EJA;QT_MAT_ESP_EJA_FUND;QT_MAT_ESP_EJA_MED;QT_MAT_ESP_CC;QT_MAT_ESP_CC_INF;QT_MAT_ESP_CC_INF_CRE;QT_MAT_ESP_CC_INF_PRE;QT_MAT_ESP_CC_FUND;QT_MAT_ESP_CC_FUND_AI;QT_MAT_ESP_CC_FUND_AF;QT_MAT_ESP_CC_MED;QT_MAT_ESP_CC_PROF;QT_MAT_ESP_CC_PROF_TEC;QT_MAT_ESP_CC_EJA;QT_MAT_ESP_CC_EJA_FUND;QT_MAT_ESP_CC_EJA_MED;QT_MAT_ESP_CE;QT_MAT_ESP_CE_INF;QT_MAT_ESP_CE_INF_CRE;QT_MAT_ESP_CE_INF_PRE;QT_MAT_ESP_CE_FUND;QT_MAT_ESP_CE_FUND_AI;QT_MAT_ESP_CE_FUND_AF;QT_MAT_ESP_CE_MED;QT_MAT_ESP_CE_PROF;QT_MAT_ESP_CE_PROF_TEC;QT_MAT_ESP_CE_EJA;QT_MAT_ESP_CE_EJA_FUND;QT_MAT_ESP_CE_EJA_MED;QT_MAT_BAS_FEM;QT_MAT_BAS_MASC;QT_MAT_BAS_ND;QT_MAT_BAS_BRANCA;QT_MAT_BAS_PRETA;QT_MAT_BAS_PARDA;QT_MAT_BAS_AMARELA;QT_MAT_BAS_INDIGENA;QT_MAT_BAS_0_3;QT_MAT_BAS_4_5;QT_MAT_BAS_6_10;QT_MAT_BAS_11_14;QT_MAT_BAS_15_17;QT_MAT_BAS_18_MAIS;QT_MAT_BAS_0_3_REF_31_03;QT_MAT_BAS_4_5_REF_31_03;QT_MAT_BAS_6_10_REF_31_03;QT_MAT_BAS_11_14_REF_31_03;QT_MAT_BAS_15_17_REF_31_03;QT_MAT_BAS_18_MAIS_REF_31_03;QT_MAT_BAS_D;QT_MAT_BAS_DM;QT_MAT_BAS_DV;QT_MAT_BAS_N;QT_MAT_BAS_EAD;QT_MAT_INF_CRE_D;QT_MAT_INF_CRE_DM;QT_MAT_INF_CRE_DV;QT_MAT_INF_CRE_N;QT_MAT_INF_PRE_D;QT_MAT_INF_PRE_DM;QT_MAT_INF_PRE_DV;QT_MAT_INF_PRE_N;QT_MAT_FUND_D;QT_MAT_FUND_DM;QT_MAT_FUND_DV;QT_MAT_FUND_N;QT_MAT_FUND_AI_D;QT_MAT_FUND_AI_DM;QT_MAT_FUND_AI_DV;QT_MAT_FUND_AI_N;QT_MAT_FUND_AF_D;QT_MAT_FUND_AF_DM;QT_MAT_FUND_AF_DV;QT_MAT_FUND_AF_N;QT_MAT_MED_D;QT_MAT_MED_DM;QT_MAT_MED_DV;QT_MAT_MED_N;QT_MAT_MED_EAD;QT_MAT_PROF_D;QT_MAT_PROF_DM;QT_MAT_PROF_DV;QT_MAT_PROF_N;QT_MAT_PROF_EAD;QT_MAT_PROF_TEC_D;QT_MAT_PROF_TEC_DM;QT_MAT_PROF_TEC_DV;QT_MAT_PROF_TEC_N;QT_MAT_PROF_TEC_EAD;QT_MAT_EJA_D;QT_MAT_EJA_DM;QT_MAT_EJA_DV;QT_MAT_EJA_N;QT_MAT_EJA_EAD;QT_MAT_EJA_FUND_D;QT_MAT_EJA_FUND_DM;QT_MAT_EJA_FUND_DV;QT_MAT_EJA_FUND_N;QT_MAT_EJA_FUND_EAD;QT_MAT_EJA_MED_D;QT_MAT_EJA_MED_DM;QT_MAT_EJA_MED_DV;QT_MAT_EJA_MED_N;QT_MAT_EJA_MED_EAD;QT_MAT_ESP_D;QT_MAT_ESP_DM;QT_MAT_ESP_DV;QT_MAT_ESP_N;QT_MAT_ESP_EAD;QT_MAT_ESP_CC_D;QT_MAT_ESP_CC_DM;QT_MAT_ESP_CC_DV;QT_MAT_ESP_CC_N;QT_MAT_ESP_CC_EAD;QT_MAT_ESP_CE_D;QT_MAT_ESP_CE_DM;QT_MAT_ESP_CE_DV;QT_MAT_ESP_CE_N;QT_MAT_ESP_CE_EAD;QT_MAT_BAS_INT;QT_MAT_INF_INT;QT_MAT_INF_CRE_INT;QT_MAT_INF_PRE_INT;QT_MAT_FUND_INT;QT_MAT_FUND_AI_INT;QT_MAT_FUND_AF_INT;QT_MAT_MED_INT;QT_MAT_PROF_INT;QT_MAT_PROF_TEC_INT;QT_MAT_EJA_INT;QT_MAT_EJA_FUND_INT;QT_MAT_EJA_MED_INT;QT_MAT_ESP_INT;QT_MAT_ESP_CC_INT;QT_MAT_ESP_CE_INT;QT_MAT_BAS_LIBRAS;QT_MAT_ZR_URB;QT_MAT_ZR_RUR;QT_MAT_ZR_NA;QT_TRANSP_PUBLICO;QT_TRANSP_RESP_EST;QT_TRANSP_RESP_MUN
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;LINCOLN FELICIANO;35011630;1;2;;1;0;0;;424;0;0;0;424;0;0;0;0;0;0;424;68;141;106;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;31;0;31;0;0;0;0;0;0;31;0;0;0;31;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;217;61;215;4;144;0;0;0;0;2;400;22;0;0;0;3;416;5;0;424;215;209;0;0;0;0;0;0;0;0;0;0;424;215;209;0;0;0;0;0;424;215;209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;12;19;0;0;31;12;19;0;0;0;0;0;0;0;38;0;0;0;38;0;38;0;0;0;0;0;0;3;3;0;0;422;2;0;1;1;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ZENON CLEANTES DE MOURA PROFESSOR;35011642;1;2;;1;0;0;;183;0;0;0;103;0;0;0;0;0;0;103;16;21;31;35;80;23;34;23;0;0;32;23;5;4;0;0;48;48;0;0;0;29;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;0;0;9;9;0;0;5;5;0;0;0;0;0;0;48;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;6;0;6;9;3;3;0;0;0;15;0;0;0;6;0;6;9;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;104;15;77;5;86;0;0;0;0;0;90;84;9;0;0;0;93;84;6;183;0;183;0;0;0;0;0;0;0;0;0;0;103;0;103;0;0;0;0;0;103;0;103;0;80;0;80;0;0;48;0;48;0;0;48;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;15;0;0;15;0;15;0;0;0;0;0;0;0;183;0;0;0;103;0;103;80;48;48;0;0;0;15;15;0;0;182;1;0;50;50;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;JOSE DA COSTA PROFESSOR;35011685;1;2;;1;0;0;;1080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1007;335;372;300;0;0;751;335;188;228;0;0;256;256;0;0;0;184;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416;416;416;0;0;416;416;0;0;311;311;0;0;0;0;0;0;256;256;0;0;0;0;0;0;73;0;0;0;0;0;73;73;0;0;45;0;0;0;0;0;0;44;15;15;1;0;1;45;0;0;0;0;0;0;44;15;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;518;562;158;429;33;457;3;0;0;0;0;1;892;187;0;0;0;2;945;133;712;489;223;368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;712;489;223;295;0;256;256;0;0;0;256;256;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;73;0;41;27;14;4;0;41;27;14;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1071;9;0;354;352;2
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MARIA HELENA DUARTE CAETANO PROFESSORA;35011691;1;2;;1;0;0;;231;0;0;0;180;87;13;20;20;18;16;93;24;18;22;29;51;19;15;17;0;0;51;19;15;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;32;32;0;0;32;32;0;0;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;13;7;6;4;0;0;0;0;0;17;0;0;0;13;7;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;125;3;109;3;116;0;0;0;0;80;92;46;13;0;0;85;93;46;7;231;144;87;0;0;0;0;0;0;0;0;0;0;180;93;87;0;87;0;87;0;93;93;0;0;51;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;10;7;0;0;17;10;7;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;229;2;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ARY DE OLIVEIRA GARCIA PROFESSOR;35047818;1;2;;1;0;0;;679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;679;227;203;249;0;0;679;227;203;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452;452;452;0;0;452;452;0;0;278;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;42;0;0;0;0;0;42;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;334;128;324;11;213;3;0;0;0;0;2;599;78;0;0;0;7;631;41;604;387;217;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;604;387;217;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;22;19;1;0;41;22;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;672;7;0;147;132;15
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DA BAHIA UNIDADE MUNICIPAL DE ENSINO;35055773;1;3;;1;0;0;;236;236;0;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;24;0;24;0;0;0;0;0;0;0;0;0;24;24;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;115;46;78;10;100;2;0;0;216;20;0;0;0;1;235;0;0;0;0;236;111;125;0;0;0;0;0;0;236;111;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;11;13;0;0;24;11;13;0;0;0;0;0;0;0;24;24;0;24;0;0;0;0;0;0;0;0;0;24;24;0;0;236;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DE SAO PAULO UNIDADE MUNICIPAL DE ENSINO;35055785;1;3;;1;0;0;;229;229;0;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;29;0;29;0;0;0;0;0;0;0;0;0;20;20;0;20;0;0;0;0;0;0;0;0;0;9;9;0;9;0;0;0;0;0;0;0;0;0;107;122;27;98;8;95;0;1;0;212;17;0;0;0;1;228;0;0;0;0;229;58;171;0;0;0;0;0;0;229;58;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;11;18;0;0;20;5;15;0;0;9;6;3;0;0;97;97;0;97;0;0;0;0;0;0;0;0;0;9;9;0;0;223;6;0;3;0;3
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO CEARA UNIDADE MUNICIPAL DE ENSINO;35055797;1;3;;1;0;0;;175;0;0;0;175;175;44;60;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;19;19;0;0;0;0;0;0;0;19;0;0;0;19;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;84;38;81;2;54;0;0;0;0;175;0;0;0;0;0;175;0;0;0;175;76;99;0;0;0;0;0;0;0;0;0;0;175;76;99;0;175;76;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;6;13;0;0;19;6;13;0;0;0;0;0;0;0;16;0;0;0;16;16;0;0;0;0;0;0;0;16;16;0;0;175;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO AMAZONAS UNIDADE MUNICIPAL DE ENSINO;35055815;1;3;;1;0;0;;109;109;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;0;9;0;0;0;0;0;0;0;0;0;9;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;55;17;52;5;35;0;0;0;98;11;0;0;0;0;109;0;0;0;0;109;0;109;0;0;0;0;0;0;109;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;9;0;9;0;0;0;0;0;0;0;109;109;0;109;0;0;0;0;0;0;0;0;0;9;9;0;0;108;1;0;2;0;2
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ALMERINDA MONTEIRO DE CARVALHO PROFA UME;35055827;1;3;;1;0;0;;224;224;0;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;0;19;0;0;0;0;0;0;0;0;0;19;19;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;118;21;94;13;91;2;3;0;208;16;0;0;0;0;224;0;0;0;0;224;111;113;0;0;0;0;0;0;224;111;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;6;13;0;0;19;6;13;0;0;0;0;0;0;0;13;13;0;13;0;0;0;0;0;0;0;0;0;13;13;0;0;224;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DE GOIAS UNIDADE MUNICIPAL DE ENSINO;35055840;1;3;;1;0;0;;180;180;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;0;11;0;0;0;0;0;0;0;0;0;11;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;89;60;48;5;66;0;1;0;159;21;0;0;0;0;180;0;0;0;0;180;58;122;0;0;0;0;0;0;180;58;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;6;0;0;11;5;6;0;0;0;0;0;0;0;56;56;0;56;0;0;0;0;0;0;0;0;0;11;11;0;0;179;1;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;BERNARDO JOSE MARIA LORENA UNIDADE MUNICIPAL DE ENSINO;35055852;1;3;;1;0;0;;1244;0;0;0;1145;439;0;25;42;160;212;706;186;199;206;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;99;99;15;84;0;0;0;0;0;79;0;0;0;74;33;41;0;0;0;5;5;0;79;0;0;0;74;33;41;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;617;627;184;516;29;508;3;4;0;0;345;733;108;58;0;0;384;721;83;56;1145;554;591;99;0;0;0;0;0;0;0;0;0;1145;554;591;0;439;439;0;0;706;115;591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;99;0;0;0;0;0;0;74;39;35;5;0;74;39;35;5;0;0;0;0;0;0;72;0;0;0;72;31;41;0;0;0;0;0;0;68;68;0;0;1233;11;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MANOEL DA NOBREGA PADRE UNIDADE MUNICIPAL DE ENSINO;35055864;1;3;;1;0;0;;882;0;0;0;798;235;0;0;0;125;110;563;133;157;151;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;84;84;14;70;0;0;0;0;0;49;0;0;0;47;17;30;0;0;0;2;2;0;49;0;0;0;47;17;30;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;440;442;166;354;26;332;1;3;0;0;188;556;96;42;0;0;211;559;70;42;798;368;430;84;0;0;0;0;0;0;0;0;0;798;368;430;0;235;235;0;0;563;133;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;84;0;0;0;0;0;0;47;23;24;2;0;47;23;24;2;0;0;0;0;0;0;23;0;0;0;23;13;10;0;0;0;0;0;0;23;23;0;0;876;6;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;JOAO RAMALHO UNIDADE MUNICIPAL DE ENSINO;35055876;1;3;;1;0;0;;495;0;0;0;495;244;34;40;51;55;64;251;71;61;61;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;46;25;21;0;0;0;0;0;0;46;0;0;0;46;25;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;286;58;203;11;222;0;1;0;0;224;251;20;0;0;0;235;249;11;0;495;251;244;0;0;0;0;0;0;0;0;0;0;495;251;244;0;244;0;244;0;251;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;21;25;0;0;46;21;25;0;0;0;0;0;0;0;47;0;0;0;47;24;23;0;0;0;0;0;0;43;43;0;0;491;4;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;JOSE DE ANCHIETA PADRE UNIDADE MUNICIPAL DE ENSINO;35055888;1;3;;1;0;0;;853;0;0;0;784;398;70;71;85;79;93;386;99;97;96;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;69;69;10;59;0;0;0;0;0;51;0;0;0;49;30;19;0;0;0;2;2;0;51;0;0;0;49;30;19;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435;418;188;304;23;336;0;2;0;0;359;386;59;49;0;0;381;385;38;49;784;386;398;69;0;0;0;0;0;0;0;0;0;784;386;398;0;398;0;398;0;386;386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;69;0;0;0;0;0;0;49;19;30;2;0;49;19;30;2;0;0;0;0;0;0;62;0;0;0;62;27;35;0;0;0;0;0;0;45;45;0;0;842;11;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO PARA UNIDADE MUNICIPAL DE ENSINO;35067763;1;3;;1;0;0;;147;147;131;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;4;5;0;0;0;0;0;0;0;0;0;9;9;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;69;8;67;6;65;1;0;116;31;0;0;0;0;131;16;0;0;0;0;147;64;83;0;0;131;64;67;0;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;8;0;0;9;1;8;0;0;0;0;0;0;0;9;9;4;5;0;0;0;0;0;0;0;0;0;9;9;0;0;146;1;0;0;0;0
