NU_ANO_CENSO,CO_MUNICIPIO,NO_MUNICIPIO,NO_DEPENDENCIA,1_CAT_FUN_AF,2_CAT_FUN_AF,3_CAT_FUN_AF,1_CAT_FUN_07,2_CAT_FUN_07,3_CAT_FUN_07
2024,3513504.0,Cubatão,Municipal,92.8,6.4,0.8,91.7,7.3,1
