NU_ANO_CENSO;NO_REGIAO;CO_REGIAO;NO_UF;SG_UF;CO_UF;NO_MUNICIPIO;CO_MUNICIPIO;NO_REGIAO_GEOG_INTERM;CO_REGIAO_GEOG_INTERM;NO_REGIAO_GEOG_IMED;CO_REGIAO_GEOG_IMED;NO_DISTRITO;CO_DISTRITO;NO_SUBDISTRITO;CO_SUBDISTRITO;NO_ENTIDADE;CO_ENTIDADE;CO_REDE;TP_DEPENDENCIA;TP_CATEGORIA_ESCOLA_PRIVADA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_PODER_PUBLICO_PARCERIA;TP_PODER_PUBLICO_PARCERIA;QT_DOC_BAS;QT_DOC_INF;QT_DOC_INF_CRE;QT_DOC_INF_PRE;QT_DOC_FUND;QT_DOC_FUND_AI;QT_DOC_FUND_AI_1;QT_DOC_FUND_AI_2;QT_DOC_FUND_AI_3;QT_DOC_FUND_AI_4;QT_DOC_FUND_AI_5;QT_DOC_FUND_AI_MULTIETAPA;QT_DOC_FUND_AF;QT_DOC_FUND_AF_6;QT_DOC_FUND_AF_7;QT_DOC_FUND_AF_8;QT_DOC_FUND_AF_9;QT_DOC_FUND_AF_MULTI;QT_DOC_FUND_AF_CORRFLUXO;QT_DOC_MED;QT_DOC_MED_1;QT_DOC_MED_2;QT_DOC_MED_3;QT_DOC_MED_4;QT_DOC_MED_NS;QT_DOC_MED_PROP;QT_DOC_MED_PROP_1;QT_DOC_MED_PROP_2;QT_DOC_MED_PROP_3;QT_DOC_MED_PROP_4;QT_DOC_MED_PROP_NS;QT_DOC_MED_IFTP_CT;QT_DOC_MED_IFTP_CT_1;QT_DOC_MED_IFTP_CT_2;QT_DOC_MED_IFTP_CT_3;QT_DOC_MED_IFTP_CT_4;QT_DOC_MED_IFTP_CT_NS;QT_DOC_MED_IFTP_QP;QT_DOC_MED_IFTP_QP_1;QT_DOC_MED_IFTP_QP_2;QT_DOC_MED_IFTP_QP_3;QT_DOC_MED_IFTP_QP_4;QT_DOC_MED_IFTP_QP_NS;QT_DOC_MED_NM;QT_DOC_MED_NM_1;QT_DOC_MED_NM_2;QT_DOC_MED_NM_3;QT_DOC_MED_NM_4;QT_DOC_PROF;QT_DOC_PROF_TEC;QT_DOC_PROF_TEC_CONC;QT_DOC_PROF_TEC_SUBS;QT_DOC_PROF_TEC_MISTO;QT_DOC_PROF_TEC_IFTP_CT;QT_DOC_PROF_NAO_TEC;QT_DOC_PROF_IFTP_QP;QT_DOC_PROF_FIC_CONC;QT_DOC_EJA;QT_DOC_EJA_FUND;QT_DOC_EJA_FUND_NPROF;QT_DOC_EJA_FUND_AI;QT_DOC_EJA_FUND_AF;QT_DOC_EJA_FUND_FIC;QT_DOC_EJA_MED;QT_DOC_EJA_MED_NPROF;QT_DOC_EJA_MED_FIC;QT_DOC_EJA_MED_TEC;QT_DOC_ESP;QT_DOC_ESP_CC;QT_DOC_ESP_CE;QT_DOC_BAS_FEM;QT_DOC_BAS_MASC;QT_DOC_BAS_ND;QT_DOC_BAS_BRANCA;QT_DOC_BAS_PRETA;QT_DOC_BAS_PARDA;QT_DOC_BAS_AMARELA;QT_DOC_BAS_INDIGENA;QT_DOC_BAS_0_24;QT_DOC_BAS_25_29;QT_DOC_BAS_30_39;QT_DOC_BAS_40_49;QT_DOC_BAS_50_54;QT_DOC_BAS_55_59;QT_DOC_BAS_60_MAIS;QT_DOC_BAS_PCD;QT_DOC_BAS_ZR_URB;QT_DOC_BAS_ZR_RUR;QT_DOC_BAS_ZR_NA;QT_DOC_BAS_ESCO_EF;QT_DOC_BAS_ESCO_EM;QT_DOC_BAS_ESCO_SUP_GRAD;QT_DOC_BAS_ESCO_SUP_GRAD_LICEN;QT_DOC_BAS_ESCO_SUP_GRAD_SLICEN;QT_DOC_BAS_ESCO_SUP_POS_ESPEC;QT_DOC_BAS_ESCO_SUP_POS_MESTRA;QT_DOC_BAS_ESCO_SUP_POS_DOUTO;QT_DOC_BAS_ESCO_SUP_POS_NENHUM;QT_DOC_BAS_VINCULO_CONCUR;QT_DOC_BAS_VINCULO_CONTRA;QT_DOC_BAS_VINCULO_TERCEIR;QT_DOC_BAS_VINCULO_CLT;QT_DOC_BAS_DOCENTE;QT_DOC_BAS_AUXILIAR;QT_DOC_BAS_PROFI_MONITOR;QT_DOC_BAS_TRADUTOR_LIBRAS;QT_DOC_BAS_TITULAR_EAD;QT_DOC_BAS_TUTOR_AUX_EAD;QT_DOC_BAS_GUIA_INTERPRETE;QT_DOC_BAS_APOIO_PCD;QT_DOC_BAS_INSTRUTOR_EP;QT_DOC_BAS_ESPEC_CRE;QT_DOC_BAS_ESPEC_PRE_ESCOLA;QT_DOC_BAS_ESPEC_ANOS_INICIAIS;QT_DOC_BAS_ESPEC_ANOS_FINAIS;QT_DOC_BAS_ESPEC_ENS_MEDIO;QT_DOC_BAS_ESPEC_EJA;QT_DOC_BAS_ESPEC_ED_ESPECIAL;QT_DOC_BAS_ESPEC_BIL_SURDOS;QT_DOC_BAS_ESPEC_ED_INDIGENA;QT_DOC_BAS_ESPEC_CAMPO;QT_DOC_BAS_ESPEC_AMBIENTAL;QT_DOC_BAS_ESPEC_DIR_HUMANOS;QT_DOC_BAS_ESPEC_DIV_SEXUAL;QT_DOC_BAS_ESPEC_DIR_ADOLESC;QT_DOC_BAS_ESPEC_AFRO;QT_DOC_BAS_ESPEC_GESTAO;QT_DOC_BAS_ESPEC_EDUC_TIC;QT_DOC_BAS_ESPEC_OUTROS;QT_DOC_BAS_ESPEC_NENHUM;QT_DOC_BAS_DISC_LINGUA_PORT;QT_DOC_BAS_DISC_EDUC_FISICA;QT_DOC_BAS_DISC_ARTES;QT_DOC_BAS_DISC_LINGUA_ING;QT_DOC_BAS_DISC_LINGUA_ESPA;QT_DOC_BAS_DISC_LINGUA_FRANC;QT_DOC_BAS_DISC_LINGUA_OUTRA;QT_DOC_BAS_DISC_LIBRAS;QT_DOC_BAS_DISC_LINGUA_INDIG;QT_DOC_BAS_DISC_PORT_SEG_LINGUA;QT_DOC_BAS_DISC_MATEMATICA;QT_DOC_BAS_DISC_CIENCIAS;QT_DOC_BAS_DISC_FISICA;QT_DOC_BAS_DISC_QUIMICA;QT_DOC_BAS_DISC_BIOLOGIA;QT_DOC_BAS_DISC_HISTORIA;QT_DOC_BAS_DISC_GEOGRAFIA;QT_DOC_BAS_DISC_SOCIOLOGIA;QT_DOC_BAS_DISC_FILOSOFIA;QT_DOC_BAS_DISC_EST_SOCIAIS;QT_DOC_BAS_DISC_EST_SOCIAIS_SOCI;QT_DOC_BAS_DISC_INFO_COMPUTACAO;QT_DOC_BAS_DISC_ENSINO_RELIGIOSO;QT_DOC_BAS_DISC_PROFISSIONA;QT_DOC_BAS_DISC_ESTAGIO_SUPER;QT_DOC_BAS_DISC_PEDAGOGICAS;QT_DOC_BAS_DISC_PROJETO_DE_VIDA;QT_DOC_BAS_DISC_OUTRAS;QT_DOC_BAS_LIBRAS
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;LINCOLN FELICIANO;35011630;1;2;;1;0;0;;23;0;0;0;23;0;0;0;0;0;0;0;23;15;16;11;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;23;0;18;5;0;12;3;8;0;0;1;1;5;7;2;1;6;0;4;0;19;0;1;22;22;0;8;0;0;14;11;12;0;0;23;0;0;1;0;0;0;0;0;0;0;0;2;2;2;1;0;0;0;1;0;0;0;0;0;0;1;20;3;0;2;1;0;0;0;0;0;0;4;3;0;0;0;3;4;0;0;0;0;3;0;0;0;0;0;12;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ZENON CLEANTES DE MOURA PROFESSOR;35011642;1;2;;1;0;0;;16;0;0;0;12;0;0;0;0;0;0;0;12;8;8;10;10;0;0;12;10;9;8;0;0;12;10;9;8;0;0;11;0;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;11;5;0;10;1;5;0;0;1;2;6;4;2;0;1;0;0;0;16;0;0;16;16;0;1;0;0;15;3;13;0;0;16;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;4;0;1;1;0;0;0;0;0;0;5;1;1;1;1;2;1;1;1;0;1;1;0;0;0;0;0;16;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;JOSE DA COSTA PROFESSOR;35011685;1;2;;1;0;0;;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;34;38;29;0;0;47;34;34;27;0;0;17;0;14;7;0;0;0;0;0;0;0;0;0;0;0;0;0;17;17;0;0;0;0;0;0;0;17;0;0;0;0;0;17;17;0;0;48;48;0;30;20;0;37;3;9;0;1;1;3;9;15;7;9;6;0;12;0;38;0;6;44;43;1;13;1;0;30;25;25;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;49;11;1;1;4;0;0;0;0;0;0;8;0;6;4;4;5;5;5;4;0;5;0;0;0;0;0;0;30;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MARIA HELENA DUARTE CAETANO PROFESSORA;35011691;1;2;;1;0;0;;20;0;0;0;16;8;4;4;4;4;4;0;10;9;9;9;10;0;0;14;10;11;11;0;0;14;10;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;17;0;14;6;0;11;1;8;0;0;0;1;3;4;6;1;5;0;4;0;16;0;2;18;18;0;4;1;0;13;4;16;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;7;0;2;1;0;0;0;0;0;0;7;6;1;2;1;6;6;1;1;0;1;3;0;0;0;0;0;15;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ARY DE OLIVEIRA GARCIA PROFESSOR;35047818;1;2;;1;0;0;;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;23;22;25;0;0;30;23;22;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;0;18;12;0;16;5;8;0;1;2;1;3;7;8;5;4;0;5;0;25;0;2;28;28;0;5;3;1;20;17;13;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29;6;2;1;2;0;0;0;0;0;0;6;0;5;3;3;3;2;2;3;0;2;1;0;0;0;0;0;24;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DA BAHIA UNIDADE MUNICIPAL DE ENSINO;35055773;1;3;;1;0;0;;13;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;0;11;2;1;7;2;3;0;0;0;0;1;7;1;1;3;0;9;0;4;0;0;13;13;0;9;1;1;3;13;0;0;0;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DE SAO PAULO UNIDADE MUNICIPAL DE ENSINO;35055785;1;3;;1;0;0;;20;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;18;2;16;4;1;15;2;2;0;0;0;0;4;8;7;1;0;0;18;0;2;0;1;19;19;0;10;0;0;9;20;1;0;0;20;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO CEARA UNIDADE MUNICIPAL DE ENSINO;35055797;1;3;;1;0;0;;14;0;0;0;14;14;6;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;0;11;3;1;7;2;4;0;0;0;1;1;7;3;1;1;0;14;0;0;0;0;14;14;0;7;0;0;7;14;0;0;0;14;0;0;0;0;0;0;0;0;0;0;2;1;1;2;0;0;0;1;0;0;0;0;0;0;0;1;11;9;3;2;0;0;0;0;0;0;0;9;9;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO AMAZONAS UNIDADE MUNICIPAL DE ENSINO;35055815;1;3;;1;0;0;;15;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;15;0;3;8;2;2;0;0;0;0;0;11;2;2;0;0;15;0;0;0;0;15;15;0;10;0;0;5;15;0;0;0;15;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ALMERINDA MONTEIRO DE CARVALHO PROFA UME;35055827;1;3;;1;0;0;;15;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;0;15;0;3;9;1;2;0;0;0;0;0;8;3;3;1;0;6;0;9;0;0;15;15;0;12;0;0;3;15;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DE GOIAS UNIDADE MUNICIPAL DE ENSINO;35055840;1;3;;1;0;0;;13;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;10;3;0;8;1;4;0;0;0;2;2;5;3;0;1;0;13;0;0;0;0;13;13;0;6;0;0;7;13;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;BERNARDO JOSE MARIA LORENA UNIDADE MUNICIPAL DE ENSINO;35055852;1;3;;1;0;0;;77;0;0;0;72;25;0;3;4;11;13;0;49;15;21;18;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;2;10;0;0;0;0;0;73;73;0;45;32;3;55;4;15;0;0;0;5;21;22;7;8;14;0;43;0;34;0;0;77;77;0;36;7;3;36;77;0;0;0;77;0;0;0;0;0;0;0;0;0;1;3;1;1;1;0;0;0;1;0;0;0;0;0;0;0;2;72;30;5;9;7;0;0;2;0;0;0;28;26;0;0;0;24;24;0;0;0;0;0;2;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MANOEL DA NOBREGA PADRE UNIDADE MUNICIPAL DE ENSINO;35055864;1;3;;1;0;0;;61;0;0;0;57;15;0;0;0;9;7;0;44;16;20;18;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;2;8;0;0;0;0;0;58;58;0;37;24;5;39;6;11;0;0;0;2;10;21;12;5;11;0;61;0;0;0;0;61;61;0;28;1;0;32;61;0;0;0;61;0;0;0;0;0;0;0;0;1;0;2;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;56;23;5;7;6;0;0;1;0;0;0;19;18;0;0;0;17;19;0;0;0;0;0;2;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;JOAO RAMALHO UNIDADE MUNICIPAL DE ENSINO;35055876;1;3;;1;0;0;;33;0;0;0;33;15;4;4;4;5;5;0;18;11;8;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;32;0;17;16;0;15;0;18;0;0;0;4;4;17;4;3;1;0;33;0;0;0;0;33;33;0;19;1;0;13;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;30;16;3;3;3;0;0;0;0;0;0;15;14;0;0;0;15;14;0;0;0;0;0;1;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;JOSE DE ANCHIETA PADRE UNIDADE MUNICIPAL DE ENSINO;35055888;1;3;;1;0;0;;58;0;0;0;51;25;5;5;7;7;8;0;29;15;13;11;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;11;1;10;0;0;0;0;0;53;53;0;39;19;7;37;4;10;0;0;0;1;3;25;14;9;6;0;27;0;31;0;0;58;58;0;33;2;0;23;58;0;0;0;58;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;0;0;1;0;1;0;0;1;1;0;4;50;27;4;6;4;0;0;1;0;0;0;28;26;0;0;0;24;23;0;0;0;0;0;2;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO PARA UNIDADE MUNICIPAL DE ENSINO;35067763;1;3;;1;0;0;;16;16;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;0;16;0;0;7;3;6;0;0;0;0;4;10;1;1;0;0;16;0;0;0;1;15;14;1;7;0;0;8;16;0;0;0;16;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;1;0;1;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DE SANTA CATARINA UNIDADE MUNICIPAL DE ENSINO;35067775;1;3;;1;0;0;;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;19;1;1;9;2;8;0;0;0;6;9;4;1;0;0;0;20;0;0;0;1;19;18;1;6;0;0;13;20;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO AMAPA UNIDADE MUNICIPAL DE ENSINO;35067787;1;3;;1;0;0;;17;14;0;14;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;0;15;2;1;6;5;5;0;0;0;0;5;6;1;4;1;0;17;0;0;0;0;17;17;0;7;0;0;10;17;0;0;0;17;0;0;0;0;0;0;0;0;0;3;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;13;3;2;2;0;0;0;0;0;0;0;3;3;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;2;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;RUI BARBOSA UNIDADE MUNICIPAL DE ENSINO;35067799;1;3;;1;0;0;;41;0;0;0;36;17;5;5;6;5;4;0;20;10;11;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;1;8;0;0;0;0;0;33;33;0;26;15;2;27;5;6;1;0;0;2;5;16;7;8;3;0;41;0;0;0;0;41;41;0;20;3;0;19;41;1;0;0;41;1;0;0;0;0;0;0;0;1;2;3;2;2;2;1;0;0;1;0;0;0;0;0;0;0;3;34;19;4;5;4;0;0;1;0;0;0;18;18;0;0;0;16;16;0;0;0;0;0;1;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO TOCANTINS UNIDADE MUNICIPAL DE ENSINO;35068986;1;3;;1;0;0;;16;16;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;16;0;1;7;2;6;0;0;0;1;4;8;0;2;1;0;16;0;0;0;0;16;15;1;8;0;0;8;16;0;0;0;16;2;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;PRINCESA ISABEL UNIDADE MUNICIPAL DE ENSINO;35079212;1;3;;1;0;0;;9;0;0;0;5;0;0;0;0;0;0;0;5;0;0;0;0;5;0;4;0;0;0;0;4;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;8;1;1;6;0;2;0;0;0;1;3;2;2;1;0;0;9;0;0;0;0;9;9;0;4;0;0;5;9;1;0;0;9;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO MATO GROSSO UNIDADE MUNICIPAL DE ENSINO;35087075;1;3;;1;0;0;;16;14;0;14;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;14;2;0;10;2;4;0;0;0;1;2;6;5;1;1;0;16;0;0;0;0;16;16;0;8;0;0;8;16;0;0;0;16;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;1;1;2;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;DOM PEDRO I UNIDADE MUNICIPAL DE ENSINO;35092101;1;3;;1;0;0;;52;0;0;0;39;39;12;12;12;11;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;13;2;11;0;0;0;0;0;38;38;0;36;16;3;28;6;15;0;0;0;4;11;17;6;5;9;0;52;0;0;0;1;51;51;0;21;0;1;30;52;0;0;0;52;0;0;0;0;0;0;0;0;0;1;2;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;45;34;4;6;2;0;0;3;0;0;0;35;33;0;0;0;34;33;0;0;0;0;0;1;0;0;0;0;30;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DE ALAGOAS UNIDADE MUNICIPAL DE ENSINO;35092137;1;3;;1;0;0;;12;5;0;5;9;9;5;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;0;11;1;1;5;1;5;0;0;0;1;4;6;1;0;0;0;12;0;0;0;0;12;12;0;6;0;0;6;12;0;0;0;12;0;0;0;0;0;0;0;0;1;1;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;10;7;1;1;0;0;0;0;0;0;0;7;7;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0
