NU_ANO_CENSO;NO_REGIAO;CO_REGIAO;NO_UF;SG_UF;CO_UF;NO_MUNICIPIO;CO_MUNICIPIO;NO_REGIAO_GEOG_INTERM;CO_REGIAO_GEOG_INTERM;NO_REGIAO_GEOG_IMED;CO_REGIAO_GEOG_IMED;NO_DISTRITO;CO_DISTRITO;NO_SUBDISTRITO;CO_SUBDISTRITO;NO_ENTIDADE;CO_ENTIDADE;CO_REDE;TP_DEPENDENCIA;TP_CATEGORIA_ESCOLA_PRIVADA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_PODER_PUBLICO_PARCERIA;TP_PODER_PUBLICO_PARCERIA;QT_TUR_BAS;QT_TUR_INF;QT_TUR_INF_CRE;QT_TUR_INF_PRE;QT_TUR_FUND;QT_TUR_FUND_AI;QT_TUR_FUND_AI_1;QT_TUR_FUND_AI_2;QT_TUR_FUND_AI_3;QT_TUR_FUND_AI_4;QT_TUR_FUND_AI_5;QT_TUR_FUND_AI_MULTIETAPA;QT_TUR_FUND_AF;QT_TUR_FUND_AF_6;QT_TUR_FUND_AF_7;QT_TUR_FUND_AF_8;QT_TUR_FUND_AF_9;QT_TUR_FUND_AF_MULTI;QT_TUR_FUND_AF_CORRFLUXO;QT_TUR_MED;QT_TUR_MED_1;QT_TUR_MED_2;QT_TUR_MED_3;QT_TUR_MED_4;QT_TUR_MED_NS;QT_TUR_MED_PROP;QT_TUR_MED_PROP_1;QT_TUR_MED_PROP_2;QT_TUR_MED_PROP_3;QT_TUR_MED_PROP_4;QT_TUR_MED_PROP_NS;QT_TUR_MED_IFTP_CT;QT_TUR_MED_IFTP_CT_1;QT_TUR_MED_IFTP_CT_2;QT_TUR_MED_IFTP_CT_3;QT_TUR_MED_IFTP_CT_4;QT_TUR_MED_IFTP_CT_NS;QT_TUR_MED_IFTP_QP;QT_TUR_MED_IFTP_QP_1;QT_TUR_MED_IFTP_QP_2;QT_TUR_MED_IFTP_QP_3;QT_TUR_MED_IFTP_QP_4;QT_TUR_MED_IFTP_QP_NS;QT_TUR_MED_NM;QT_TUR_MED_NM_1;QT_TUR_MED_NM_2;QT_TUR_MED_NM_3;QT_TUR_MED_NM_4;QT_TUR_MED_IFA_EXC;QT_TUR_MED_IFTP_EXC;QT_TUR_MED_IFTP_EXC_QP;QT_TUR_MED_IFA;QT_TUR_MED_IFA_LING;QT_TUR_MED_IFA_MATE;QT_TUR_MED_IFA_CIENC;QT_TUR_MED_IFA_HUMA;QT_TUR_PROF;QT_TUR_PROF_TEC;QT_TUR_PROF_TEC_CONC;QT_TUR_PROF_TEC_SUBS;QT_TUR_PROF_TEC_MISTO;QT_TUR_PROF_TEC_IFTP_CT;QT_TUR_PROF_NAO_TEC;QT_TUR_PROF_IFTP_QP;QT_TUR_PROF_FIC_CONC;QT_TUR_EJA;QT_TUR_EJA_FUND;QT_TUR_EJA_FUND_NPROF;QT_TUR_EJA_FUND_AI;QT_TUR_EJA_FUND_AF;QT_TUR_EJA_FUND_FIC;QT_TUR_EJA_MED;QT_TUR_EJA_MED_NPROF;QT_TUR_EJA_MED_FIC;QT_TUR_EJA_MED_TEC;QT_TUR_ESP;QT_TUR_ESP_CC;QT_TUR_ESP_CE;QT_TUR_BAS_D;QT_TUR_BAS_DM;QT_TUR_BAS_DV;QT_TUR_BAS_N;QT_TUR_BAS_EAD;QT_TUR_INF_CRE_D;QT_TUR_INF_CRE_DM;QT_TUR_INF_CRE_DV;QT_TUR_INF_CRE_N;QT_TUR_INF_PRE_D;QT_TUR_INF_PRE_DM;QT_TUR_INF_PRE_DV;QT_TUR_INF_PRE_N;QT_TUR_FUND_D;QT_TUR_FUND_DM;QT_TUR_FUND_DV;QT_TUR_FUND_N;QT_TUR_FUND_AI_D;QT_TUR_FUND_AI_DM;QT_TUR_FUND_AI_DV;QT_TUR_FUND_AI_N;QT_TUR_FUND_AF_D;QT_TUR_FUND_AF_DM;QT_TUR_FUND_AF_DV;QT_TUR_FUND_AF_N;QT_TUR_MED_D;QT_TUR_MED_DM;QT_TUR_MED_DV;QT_TUR_MED_N;QT_TUR_MED_EAD;QT_TUR_PROF_D;QT_TUR_PROF_DM;QT_TUR_PROF_DV;QT_TUR_PROF_N;QT_TUR_PROF_EAD;QT_TUR_PROF_TEC_D;QT_TUR_PROF_TEC_DM;QT_TUR_PROF_TEC_DV;QT_TUR_PROF_TEC_N;QT_TUR_PROF_TEC_EAD;QT_TUR_EJA_D;QT_TUR_EJA_DM;QT_TUR_EJA_DV;QT_TUR_EJA_N;QT_TUR_EJA_EAD;QT_TUR_EJA_FUND_D;QT_TUR_EJA_FUND_DM;QT_TUR_EJA_FUND_DV;QT_TUR_EJA_FUND_N;QT_TUR_EJA_FUND_EAD;QT_TUR_EJA_MED_D;QT_TUR_EJA_MED_DM;QT_TUR_EJA_MED_DV;QT_TUR_EJA_MED_N;QT_TUR_EJA_MED_EAD;QT_TUR_ESP_D;QT_TUR_ESP_DM;QT_TUR_ESP_DV;QT_TUR_ESP_N;QT_TUR_ESP_EAD;QT_TUR_ESP_CC_D;QT_TUR_ESP_CC_DM;QT_TUR_ESP_CC_DV;QT_TUR_ESP_CC_N;QT_TUR_ESP_CC_EAD;QT_TUR_ESP_CE_D;QT_TUR_ESP_CE_DM;QT_TUR_ESP_CE_DV;QT_TUR_ESP_CE_N;QT_TUR_ESP_CE_EAD;QT_TUR_BAS_INT;QT_TUR_INF_INT;QT_TUR_INF_CRE_INT;QT_TUR_INF_PRE_INT;QT_TUR_FUND_INT;QT_TUR_FUND_AI_INT;QT_TUR_FUND_AF_INT;QT_TUR_MED_INT;QT_TUR_PROF_INT;QT_TUR_PROF_TEC_INT;QT_TUR_EJA_INT;QT_TUR_EJA_FUND_INT;QT_TUR_EJA_MED_INT;QT_TUR_ESP_INT;QT_TUR_ESP_CC_INT;QT_TUR_ESP_CE_INT;QT_TUR_BAS_DISC_LINGUA_PORT;QT_TUR_BAS_DISC_EDUC_FISICA;QT_TUR_BAS_DISC_ARTES;QT_TUR_BAS_DISC_LINGUA_ING;QT_TUR_BAS_DISC_LINGUA_ESPA;QT_TUR_BAS_DISC_LINGUA_FRANC;QT_TUR_BAS_DISC_LINGUA_OUTRA;QT_TUR_BAS_DISC_LIBRAS;QT_TUR_BAS_DISC_LINGUA_INDIG;QT_TUR_BAS_DISC_PORT_SEG_LINGUA;QT_TUR_BAS_DISC_MATEMATICA;QT_TUR_BAS_DISC_CIENCIAS;QT_TUR_BAS_DISC_FISICA;QT_TUR_BAS_DISC_QUIMICA;QT_TUR_BAS_DISC_BIOLOGIA;QT_TUR_BAS_DISC_HISTORIA;QT_TUR_BAS_DISC_GEOGRAFIA;QT_TUR_BAS_DISC_SOCIOLOGIA;QT_TUR_BAS_DISC_FILOSOFIA;QT_TUR_BAS_DISC_EST_SOCIAIS;QT_TUR_BAS_DISC_EST_SOCIAIS_SOCI;QT_TUR_BAS_DISC_INFO_COMPUTACAO;QT_TUR_BAS_DISC_ENSINO_RELIGIOSO;QT_TUR_BAS_DISC_PROFISSIONA;QT_TUR_BAS_DISC_ESTAGIO_SUPER;QT_TUR_BAS_DISC_PEDAGOGICAS;QT_TUR_BAS_DISC_PROJETO_DE_VIDA;QT_TUR_BAS_DISC_OUTRAS;QT_TUR_BAS_LIBRAS
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;LINCOLN FELICIANO;35011630;1;2;;1;0;0;;12;0;0;0;12;0;0;0;0;0;0;0;12;2;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;12;6;6;0;0;0;0;0;0;0;0;0;0;12;6;6;0;0;0;0;0;12;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;6;0;0;10;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;12;12;0;0;0;0;0;0;12;12;0;0;0;12;12;0;0;0;0;9;0;0;0;0;0;12;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ZENON CLEANTES DE MOURA PROFESSOR;35011642;1;2;;1;0;0;;10;0;0;0;5;0;0;0;0;0;0;0;5;1;1;1;2;0;0;5;1;2;2;0;0;3;1;1;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;10;0;10;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;5;0;5;0;5;0;5;0;0;2;0;2;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;8;0;8;0;0;0;0;0;0;0;10;0;0;0;5;0;5;5;2;2;0;0;0;8;8;0;10;0;6;8;0;0;0;0;0;0;10;5;5;3;3;10;8;2;1;0;2;5;0;0;0;0;0;10;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;JOSE DA COSTA PROFESSOR;35011685;1;2;;1;0;0;;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;10;11;10;0;0;23;10;6;7;0;0;8;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;13;10;0;8;8;0;0;0;0;0;0;0;4;0;0;0;0;0;4;4;0;0;22;22;0;23;15;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;15;8;8;0;8;8;0;0;0;8;8;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;18;11;7;4;0;18;11;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1;14;19;0;0;0;0;0;0;35;0;32;29;29;35;29;15;14;0;15;0;0;0;0;0;0;35;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MARIA HELENA DUARTE CAETANO PROFESSORA;35011691;1;2;;1;0;0;;12;0;0;0;9;5;1;1;1;1;1;0;4;1;1;1;1;0;0;3;1;1;1;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;12;7;5;0;0;0;0;0;0;0;0;0;0;9;4;5;0;5;0;5;0;4;4;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;3;0;0;7;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;10;11;0;0;0;0;0;0;12;9;3;2;2;12;11;1;1;0;1;3;0;0;0;0;0;12;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ARY DE OLIVEIRA GARCIA PROFESSOR;35047818;1;2;;1;0;0;;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;7;7;7;0;0;21;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;14;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;0;19;12;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;12;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;10;7;1;0;17;10;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;7;12;0;0;0;0;0;0;21;0;21;16;16;21;16;7;7;0;7;5;0;0;0;0;0;21;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DA BAHIA UNIDADE MUNICIPAL DE ENSINO;35055773;1;3;;1;0;0;;10;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;10;5;5;0;0;0;0;0;0;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;5;0;0;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DE SAO PAULO UNIDADE MUNICIPAL DE ENSINO;35055785;1;3;;1;0;0;;12;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;2;12;4;8;0;0;0;0;0;0;12;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;8;0;0;10;3;7;0;0;2;1;1;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO CEARA UNIDADE MUNICIPAL DE ENSINO;35055797;1;3;;1;0;0;;9;0;0;0;9;9;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;9;4;5;0;0;0;0;0;0;0;0;0;0;9;4;5;0;9;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;5;0;0;8;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;0;0;0;0;0;0;0;9;9;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO AMAZONAS UNIDADE MUNICIPAL DE ENSINO;35055815;1;3;;1;0;0;;5;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;5;0;5;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;5;0;5;0;0;0;0;0;0;0;5;5;0;5;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ALMERINDA MONTEIRO DE CARVALHO PROFA UME;35055827;1;3;;1;0;0;;12;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;0;12;6;6;0;0;0;0;0;0;12;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;6;0;0;11;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DE GOIAS UNIDADE MUNICIPAL DE ENSINO;35055840;1;3;;1;0;0;;8;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;8;3;5;0;0;0;0;0;0;8;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;4;0;0;7;3;4;0;0;0;0;0;0;0;2;2;0;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;BERNARDO JOSE MARIA LORENA UNIDADE MUNICIPAL DE ENSINO;35055852;1;3;;1;0;0;;49;0;0;0;44;18;0;1;2;7;8;0;26;7;7;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;1;4;0;0;0;0;0;38;38;0;44;22;22;5;0;0;0;0;0;0;0;0;0;44;22;22;0;18;18;0;0;26;4;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;0;0;0;0;0;0;35;18;17;3;0;35;18;17;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;41;49;21;0;0;4;0;0;0;49;48;0;0;0;49;47;0;0;0;0;0;5;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MANOEL DA NOBREGA PADRE UNIDADE MUNICIPAL DE ENSINO;35055864;1;3;;1;0;0;;40;0;0;0;36;11;0;0;0;6;5;0;25;7;6;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;1;3;0;0;0;0;0;26;26;0;36;18;18;4;0;0;0;0;0;0;0;0;0;36;18;18;0;11;11;0;0;25;7;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;24;13;11;2;0;24;13;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;40;40;25;0;0;3;0;0;0;40;40;0;0;0;40;40;0;0;0;0;0;7;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;JOAO RAMALHO UNIDADE MUNICIPAL DE ENSINO;35055876;1;3;;1;0;0;;21;0;0;0;21;12;2;2;2;3;3;0;9;3;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;21;9;12;0;0;0;0;0;0;0;0;0;0;21;9;12;0;12;0;12;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;9;11;0;0;20;9;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;21;21;9;0;0;0;0;0;0;21;21;0;0;0;21;21;0;0;0;0;0;2;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;JOSE DE ANCHIETA PADRE UNIDADE MUNICIPAL DE ENSINO;35055888;1;3;;1;0;0;;39;0;0;0;35;18;3;3;4;4;4;0;17;5;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;1;3;0;0;0;0;0;31;31;0;35;17;18;4;0;0;0;0;0;0;0;0;0;35;17;18;0;18;0;18;0;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;29;13;16;2;0;29;13;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;38;39;17;0;0;3;0;0;0;39;39;0;0;0;39;39;0;0;0;0;0;5;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO PARA UNIDADE MUNICIPAL DE ENSINO;35067763;1;3;;1;0;0;;8;8;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;8;4;4;0;0;7;4;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;0;0;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DE SANTA CATARINA UNIDADE MUNICIPAL DE ENSINO;35067775;1;3;;1;0;0;;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;10;5;5;0;0;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;3;0;0;7;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO AMAPA UNIDADE MUNICIPAL DE ENSINO;35067787;1;3;;1;0;0;;7;6;0;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;7;1;6;0;0;0;0;0;0;6;1;5;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;5;0;5;0;0;0;0;0;0;0;4;3;0;3;1;1;0;0;0;0;0;0;0;3;3;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;RUI BARBOSA UNIDADE MUNICIPAL DE ENSINO;35067799;1;3;;1;0;0;;28;0;0;0;25;13;2;3;3;3;2;0;12;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;1;2;0;0;0;0;0;16;16;0;25;13;12;3;0;0;0;0;0;0;0;0;0;25;13;12;0;13;13;0;0;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;16;10;6;0;0;16;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;25;28;12;0;0;2;0;0;0;28;28;0;0;0;28;28;0;0;0;0;0;5;0;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO TOCANTINS UNIDADE MUNICIPAL DE ENSINO;35068986;1;3;;1;0;0;;11;11;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;0;11;5;6;0;0;1;0;1;0;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;6;0;0;11;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
