NU_ANO_CENSO;NO_REGIAO;CO_REGIAO;NO_UF;SG_UF;CO_UF;NO_MUNICIPIO;CO_MUNICIPIO;NO_REGIAO_GEOG_INTERM;CO_REGIAO_GEOG_INTERM;NO_REGIAO_GEOG_IMED;CO_REGIAO_GEOG_IMED;NO_DISTRITO;CO_DISTRITO;NO_SUBDISTRITO;CO_SUBDISTRITO;NO_ENTIDADE;CO_ENTIDADE;CO_REDE;TP_DEPENDENCIA;TP_CATEGORIA_ESCOLA_PRIVADA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_PODER_PUBLICO_PARCERIA;TP_PODER_PUBLICO_PARCERIA;QT_GEST_BAS;QT_GEST_BAS_FEM;QT_GEST_BAS_MASC;QT_GEST_BAS_ND;QT_GEST_BAS_BRANCA;QT_GEST_BAS_PRETA;QT_GEST_BAS_PARDA;QT_GEST_BAS_AMARELA;QT_GEST_BAS_INDIGENA;QT_GEST_BAS_NACIO_BRASILEIRA;QT_GEST_BAS_NACIO_ESTRANG;QT_GEST_BAS_0_24;QT_GEST_BAS_25_29;QT_GEST_BAS_30_39;QT_GEST_BAS_40_49;QT_GEST_BAS_50_54;QT_GEST_BAS_55_59;QT_GEST_BAS_60_MAIS;QT_GEST_BAS_PCD;QT_GEST_BAS_ZR_URB;QT_GEST_BAS_ZR_RUR;QT_GEST_BAS_ZR_NA;QT_GEST_BAS_ESCO_EF;QT_GEST_BAS_ESCO_EM;QT_GEST_BAS_ESCO_SUP_GRAD;QT_GEST_BAS_ESCO_SUP_GRAD_LICEN;QT_GEST_BAS_ESCO_SUP_GRAD_SLICEN;QT_GEST_BAS_ESCO_SUP_POS_ESPEC;QT_GEST_BAS_ESCO_SUP_POS_MESTRA;QT_GEST_BAS_ESCO_SUP_POS_DOUTO;QT_GEST_BAS_ESCO_SUP_POS_NENHUM;QT_GEST_BAS_VINCULO_CONCUR;QT_GEST_BAS_VINCULO_CONTRA;QT_GEST_BAS_VINCULO_TERCEIR;QT_GEST_BAS_VINCULO_CLT;QT_GEST_BAS_DIRETOR;QT_GEST_BAS_OUTRO;QT_GEST_BAS_ACESSO_CARGO_PROP;QT_GEST_BAS_ACESSO_CARGO_INDIC;QT_GEST_BAS_ACESSO_CARGO_SEL;QT_GEST_BAS_ACESSO_CARGO_CONC;QT_GEST_BAS_ACESSO_CARGO_ELEIC;QT_GEST_BAS_ACESSO_CARGO_P_SEL;QT_GEST_BAS_ACESSO_CARGO_OUTRO;QT_GEST_BAS_ESPEC_CRE;QT_GEST_BAS_ESPEC_PRE_ESCOLA;QT_GEST_BAS_ESPEC_ANOS_INICIAIS;QT_GEST_BAS_ESPEC_ANOS_FINAIS;QT_GEST_BAS_ESPEC_ENS_MEDIO;QT_GEST_BAS_ESPEC_EJA;QT_GEST_BAS_ESPEC_ED_ESPECIAL;QT_GEST_BAS_ESPEC_BIL_SURDOS;QT_GEST_BAS_ESPEC_ED_INDIGENA;QT_GEST_BAS_ESPEC_CAMPO;QT_GEST_BAS_ESPEC_AMBIENTAL;QT_GEST_BAS_ESPEC_DIR_HUMANOS;QT_GEST_BAS_ESPEC_DIV_SEXUAL;QT_GEST_BAS_ESPEC_DIR_ADOLESC;QT_GEST_BAS_ESPEC_AFRO;QT_GEST_BAS_ESPEC_GESTAO;QT_GEST_BAS_ESPEC_EDUC_TIC;QT_GEST_BAS_ESPEC_OUTROS;QT_GEST_BAS_ESPEC_NENHUM
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;LUIZ PIERUZZI NETTO PROF DR UNIDADE MUNICIPAL DE ENSINO;35193902;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO ACRE UNIDADE MUNICIPAL DE ENSINO;35197359;1;3;;1;0;0;;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO MARANHAO UNIDADE MUNICIPAL DE ENSINO;35197361;1;3;;1;0;0;;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ARACY ESTEVES SOARES CAMPOS UNIDADE MUNICIPAL DE ENSINO;35198985;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MARIO DE OLIVEIRA MOREIRA UNIDADE MUNICIPAL DE ENSINO;35198997;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;LUIZ GUSTAVO DE LIMA UNIDADE MUNICIPAL DE ENSINO;35199000;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ELZA SILVA DOS SANTOS UNIDADE MUNICIPAL DE ENSINO;35209545;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MARTA MAGALI DA SILVA MADEIRA PROFA UME;35235027;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;JARDIM CASQUEIRO UNIDADE MUNICIPAL DE ENSINO;35235039;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;LUCY MONTORO UNIDADE MUNICIPAL DE ENSINO;35235040;1;3;;1;0;0;;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;NOSSA SENHORA DE FATIMA UNIDADE MUNICIPAL DE ENSINO;35235052;1;3;;1;0;0;;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;SOFIA ZARZUR UNIDADE MUNICIPAL DE ENSINO;35235076;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;VILA SAO JOSE UNIDADE MUNICIPAL DE ENSINO;35235748;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ULYSSES GUIMARAES UNIDADE MUNICIPAL DE ENSINO;35243279;1;3;;1;0;0;;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;POLITECNICA DE CUBATAO CIEN ESCOLA;35250961;2;4;1;1;0;0;;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;IVANILDO REBOUCAS DA SILVA ESCOLA TECNICA DE MUSICA E DANCA;35257000;1;3;;1;0;0;;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;USINA HENRY BORDEN UNIDADE MUNICIPAL DE ENSINO;35273922;1;3;;1;0;0;;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ABC MASTER ESCOLA DE ENSINO FUNDAMENTAL;35286138;2;4;1;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;LUIZA CORTEZ DA SILVA UNIDADE MUNICIPAL DE ENSINO;35286761;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;INTEGRADO EVOLUCAO COLEGIO;35287027;2;4;1;1;0;0;;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MARIA ROSA DA CRUZ MALTEZ DA GUARDA UME;35290786;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;CELITA TERTULIANO SAMPAIO REIS PROFA UME;35290798;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ABC ESCOLA DE EDUCACAO INFANTIL;35295197;2;4;1;1;0;0;;2;2;0;0;1;0;1;0;0;2;0;0;1;0;0;1;0;0;0;2;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;DOMINGOS PUCCIARIELLO VEREADOR UNIDADE MUNICIPAL DE ENSINO;35301401;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;UNIDADE DE ENSINO OBJETIVO CUBATAO;35331041;2;4;1;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MARIA ALBERTINA PINHEIRO SILVA MESQUITA NENE NEM;35368945;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ETEC DE CUBATAO;35390896;1;2;;1;0;0;;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;PASSOS MAGICOS EDUCACAO INFANTIL;35402898;2;4;1;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;NOVOS TEMPOS NOVO MUNDO ESCOLA DE EDUCACAO INFANTIL;35432957;2;4;2;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MARIA LIBERATA VO BIA UNIDADE MUNICIPAL DE EDUCACAO;35440700;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;CARROSSEL - NEI;35445368;2;4;2;1;0;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;JAYME JOAO OLCESE UNIDADE MUNICIPAL DE ENSINO;35456385;1;3;;1;0;0;;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;CARROSSEL NUCLEO DE EDUCACAO INFANTIL;35460795;2;4;1;1;0;1;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;APARECIDA CARLOS ANTONIO VIDAL;35462664;1;2;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MARIA DO ROSARIO LOPES FRANCO PROFESSORA UME;35466414;1;3;;1;0;0;;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MARTA JOSETE RAMOS IMPALEA PROFA CEU UNIDADE I;35468514;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;PARQUE DOS SONHOS 9A;35474859;1;2;;1;0;0;;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;WALDOMIRO MARIANI PROFESSOR;35474873;1;2;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ANA LUIZA VICTOR DO COUTO UNIDADE MUNICIPAL DE ENSINO;35480678;1;3;;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;BALAO MAGICO CENTRO DE EDUCACAO;35499894;2;4;1;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESCOLA DE EDUCACAO INFANTIL UNIVERSO COLORIDO;35577182;2;4;1;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESCOLA UNIVERSO COLORIDO PREMIUM;35585099;2;4;1;1;0;0;;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;IFSP - CAMPUS CUBATAO;35923242;1;1;;1;0;0;;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
